顧客ID,売上_バッグ,購買回数_バッグ,売上_小物,購買回数_小物,売上_ボトムス,購買回数_ボトムス,売上_トップス,購買回数_トップス,売上_アウター,購買回数_アウター,group
C00000831,45400.0,4.0,2180.0,1.0,53900.0,3.0,11000.0,1.0,21000.0,1.0,1
C00000832,0.0,0.0,3480.0,2.0,16500.0,1.0,30000.0,1.0,0.0,0.0,3
C00000833,0.0,0.0,0.0,0.0,93000.0,4.0,12300.0,1.0,0.0,0.0,3
C00000834,0.0,0.0,5280.0,1.0,86300.0,3.0,42000.0,3.0,39900.0,2.0,0
C00000835,0.0,0.0,1200.0,1.0,28600.0,1.0,18400.0,1.0,0.0,0.0,3
C00000836,18790.0,2.0,2280.0,1.0,62900.0,3.0,8700.0,1.0,14500.0,1.0,1
C00000837,8800.0,1.0,1200.0,1.0,95600.0,3.0,0.0,0.0,84300.0,3.0,0
C00000838,0.0,0.0,0.0,0.0,93400.0,4.0,37200.0,3.0,140800.0,4.0,0
C00000839,0.0,0.0,14440.0,4.0,30800.0,2.0,12300.0,1.0,0.0,0.0,3
C00000840,5890.0,1.0,4800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000841,0.0,0.0,0.0,0.0,0.0,0.0,61500.0,4.0,21000.0,1.0,0
C00000842,23890.0,3.0,5660.0,3.0,165900.0,4.0,47900.0,4.0,0.0,0.0,2
C00000843,10200.0,1.0,2400.0,1.0,52200.0,3.0,39600.0,2.0,31000.0,1.0,0
C00000844,0.0,0.0,0.0,0.0,33000.0,2.0,8700.0,1.0,0.0,0.0,3
C00000845,18000.0,2.0,6480.0,2.0,0.0,0.0,65500.0,5.0,16800.0,1.0,1
C00000846,10200.0,1.0,11980.0,3.0,24100.0,2.0,59900.0,4.0,18900.0,1.0,2
C00000847,0.0,0.0,0.0,0.0,79400.0,4.0,0.0,0.0,0.0,0.0,3
C00000848,0.0,0.0,2180.0,1.0,18100.0,1.0,31000.0,2.0,16800.0,1.0,0
C00000849,14600.0,2.0,0.0,0.0,19800.0,1.0,29400.0,2.0,0.0,0.0,3
C00000850,31380.0,3.0,0.0,0.0,14300.0,1.0,14500.0,1.0,0.0,0.0,1
C00000851,0.0,0.0,7200.0,2.0,60000.0,1.0,22100.0,2.0,0.0,0.0,3
C00000852,20400.0,2.0,980.0,1.0,104800.0,4.0,58400.0,2.0,35200.0,1.0,2
C00000853,0.0,0.0,4800.0,1.0,49500.0,1.0,0.0,0.0,0.0,0.0,3
C00000854,0.0,0.0,0.0,0.0,7600.0,1.0,42300.0,3.0,31000.0,1.0,0
C00000855,9800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000856,25800.0,2.0,5880.0,2.0,52200.0,3.0,18600.0,2.0,18900.0,1.0,1
C00000857,39200.0,1.0,0.0,0.0,138100.0,7.0,4300.0,1.0,0.0,0.0,1
C00000858,18000.0,2.0,0.0,0.0,47300.0,3.0,20000.0,1.0,38900.0,1.0,1
C00000859,9800.0,1.0,7080.0,2.0,52200.0,3.0,61600.0,3.0,16800.0,1.0,2
C00000860,21700.0,2.0,2180.0,1.0,72000.0,4.0,57200.0,4.0,41200.0,1.0,2
C00000861,0.0,0.0,2280.0,1.0,19800.0,1.0,7600.0,1.0,0.0,0.0,3
C00000862,20000.0,2.0,7080.0,2.0,77500.0,4.0,35400.0,2.0,41200.0,1.0,2
C00000863,0.0,0.0,1200.0,1.0,42900.0,1.0,10000.0,1.0,0.0,0.0,3
C00000864,6800.0,1.0,15360.0,2.0,19800.0,1.0,105800.0,4.0,0.0,0.0,2
C00000865,0.0,0.0,0.0,0.0,14300.0,1.0,42900.0,3.0,0.0,0.0,3
C00000866,25800.0,1.0,0.0,0.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00000867,8800.0,1.0,980.0,1.0,0.0,0.0,32900.0,2.0,0.0,0.0,3
C00000868,11780.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000869,36000.0,3.0,0.0,0.0,20000.0,1.0,0.0,0.0,63800.0,1.0,1
C00000870,0.0,0.0,0.0,0.0,0.0,0.0,15800.0,1.0,0.0,0.0,3
C00000871,6800.0,1.0,980.0,1.0,19800.0,1.0,0.0,0.0,0.0,0.0,3
C00000872,0.0,0.0,5280.0,1.0,40000.0,2.0,0.0,0.0,0.0,0.0,3
C00000873,24400.0,2.0,0.0,0.0,56000.0,3.0,35100.0,4.0,75600.0,1.0,1
C00000874,0.0,0.0,10080.0,2.0,50500.0,2.0,28600.0,2.0,41200.0,1.0,0
C00000875,20000.0,2.0,2180.0,1.0,118800.0,4.0,19900.0,2.0,0.0,0.0,1
C00000876,0.0,0.0,0.0,0.0,0.0,0.0,22100.0,2.0,20800.0,1.0,0
C00000877,0.0,0.0,0.0,0.0,20000.0,1.0,0.0,0.0,30800.0,1.0,0
C00000878,0.0,0.0,0.0,0.0,49500.0,2.0,33500.0,3.0,0.0,0.0,3
C00000879,20400.0,2.0,0.0,0.0,33000.0,1.0,8700.0,1.0,30800.0,1.0,0
C00000880,20400.0,1.0,2280.0,1.0,0.0,0.0,0.0,0.0,31900.0,1.0,0
C00000881,16600.0,2.0,0.0,0.0,0.0,0.0,32000.0,1.0,0.0,0.0,3
C00000882,6800.0,1.0,5280.0,1.0,0.0,0.0,0.0,0.0,19800.0,1.0,0
C00000883,58800.0,3.0,0.0,0.0,49500.0,2.0,0.0,0.0,0.0,0.0,1
C00000884,13600.0,1.0,8980.0,3.0,36500.0,2.0,32700.0,2.0,0.0,0.0,3
C00000885,9800.0,1.0,1960.0,1.0,53900.0,3.0,43700.0,3.0,0.0,0.0,3
C00000886,16600.0,2.0,28600.0,6.0,75800.0,3.0,22000.0,2.0,101400.0,2.0,2
C00000887,12900.0,1.0,0.0,0.0,0.0,0.0,16000.0,1.0,30800.0,1.0,0
C00000888,29400.0,2.0,1200.0,1.0,79100.0,3.0,32700.0,2.0,0.0,0.0,1
C00000889,0.0,0.0,0.0,0.0,189000.0,9.0,17600.0,1.0,73000.0,2.0,2
C00000890,7800.0,1.0,980.0,1.0,20000.0,1.0,8700.0,1.0,0.0,0.0,3
C00000891,31200.0,2.0,11780.0,3.0,83600.0,4.0,13000.0,2.0,39700.0,2.0,2
C00000892,0.0,0.0,0.0,0.0,0.0,0.0,19400.0,2.0,0.0,0.0,3
C00000893,0.0,0.0,3600.0,2.0,39600.0,2.0,7600.0,1.0,98200.0,2.0,0
C00000894,0.0,0.0,4800.0,1.0,54300.0,3.0,31800.0,2.0,0.0,0.0,3
C00000895,7800.0,1.0,0.0,0.0,0.0,0.0,15900.0,1.0,0.0,0.0,3
C00000896,0.0,0.0,2180.0,1.0,0.0,0.0,0.0,0.0,142300.0,3.0,0
C00000897,20000.0,2.0,0.0,0.0,14300.0,1.0,0.0,0.0,0.0,0.0,3
C00000898,9800.0,1.0,0.0,0.0,73700.0,2.0,7600.0,1.0,0.0,0.0,3
C00000899,6800.0,1.0,0.0,0.0,72400.0,1.0,0.0,0.0,0.0,0.0,3
C00000900,0.0,0.0,4800.0,1.0,32400.0,2.0,17600.0,1.0,88600.0,3.0,0
C00000901,9800.0,1.0,0.0,0.0,0.0,0.0,52800.0,2.0,0.0,0.0,3
C00000902,9800.0,1.0,2280.0,1.0,81300.0,4.0,28400.0,2.0,0.0,0.0,3
C00000903,5890.0,1.0,2280.0,1.0,18100.0,1.0,33700.0,3.0,0.0,0.0,3
C00000904,10200.0,1.0,0.0,0.0,74100.0,3.0,7600.0,1.0,0.0,0.0,3
C00000905,0.0,0.0,4800.0,1.0,91800.0,4.0,33500.0,2.0,0.0,0.0,3
C00000906,17600.0,1.0,4800.0,1.0,36500.0,2.0,7600.0,1.0,0.0,0.0,3
C00000907,0.0,0.0,0.0,0.0,0.0,0.0,50300.0,2.0,0.0,0.0,3
C00000908,0.0,0.0,0.0,0.0,57200.0,2.0,8700.0,1.0,0.0,0.0,3
C00000909,7800.0,1.0,0.0,0.0,0.0,0.0,20000.0,1.0,18000.0,1.0,0
C00000910,0.0,0.0,2940.0,1.0,0.0,0.0,22300.0,2.0,0.0,0.0,3
C00000911,14690.0,2.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,0.0,3
C00000912,9800.0,1.0,1200.0,1.0,40000.0,1.0,0.0,0.0,103200.0,3.0,0
C00000913,7800.0,1.0,2280.0,1.0,33000.0,1.0,15900.0,1.0,0.0,0.0,3
C00000914,27800.0,3.0,9040.0,4.0,74600.0,4.0,80000.0,6.0,0.0,0.0,2
C00000915,0.0,0.0,3480.0,2.0,74100.0,4.0,7600.0,1.0,0.0,0.0,3
C00000916,9800.0,1.0,6480.0,2.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00000917,16090.0,2.0,2180.0,1.0,54500.0,4.0,25200.0,2.0,0.0,0.0,1
C00000918,8800.0,1.0,7560.0,2.0,74100.0,3.0,60100.0,4.0,0.0,0.0,2
C00000919,10200.0,1.0,5280.0,1.0,40000.0,2.0,0.0,0.0,0.0,0.0,3
C00000920,0.0,0.0,0.0,0.0,115500.0,3.0,32900.0,2.0,16800.0,1.0,0
C00000921,5890.0,1.0,0.0,0.0,64800.0,4.0,12400.0,1.0,0.0,0.0,3
C00000922,17600.0,2.0,980.0,1.0,0.0,0.0,7900.0,1.0,0.0,0.0,3
C00000923,18600.0,2.0,0.0,0.0,89500.0,2.0,41200.0,3.0,18000.0,1.0,1
C00000924,12900.0,1.0,10560.0,1.0,39600.0,2.0,19900.0,2.0,18900.0,1.0,0
C00000925,6800.0,1.0,1960.0,1.0,77000.0,3.0,17600.0,1.0,0.0,0.0,3
C00000926,0.0,0.0,13060.0,4.0,146500.0,5.0,33500.0,3.0,135900.0,4.0,2
C00000927,0.0,0.0,2280.0,1.0,14300.0,1.0,0.0,0.0,39600.0,1.0,0
C00000928,14600.0,2.0,3160.0,2.0,96500.0,7.0,43000.0,4.0,0.0,0.0,2
C00000929,0.0,0.0,2280.0,1.0,72000.0,4.0,0.0,0.0,0.0,0.0,3
C00000930,0.0,0.0,4800.0,1.0,0.0,0.0,48100.0,3.0,38900.0,1.0,0
C00000931,8800.0,1.0,2280.0,1.0,66000.0,1.0,0.0,0.0,0.0,0.0,3
C00000932,0.0,0.0,7080.0,2.0,42900.0,3.0,50100.0,4.0,0.0,0.0,3
C00000933,6800.0,1.0,4560.0,2.0,0.0,0.0,38800.0,2.0,39600.0,1.0,0
C00000934,15600.0,2.0,6260.0,2.0,53000.0,3.0,15800.0,1.0,133300.0,3.0,0
C00000935,7800.0,1.0,0.0,0.0,0.0,0.0,63900.0,4.0,54000.0,2.0,0
C00000936,13600.0,2.0,0.0,0.0,18100.0,1.0,0.0,0.0,0.0,0.0,3
C00000937,20400.0,1.0,4800.0,1.0,68900.0,4.0,0.0,0.0,63800.0,1.0,0
C00000938,9800.0,1.0,0.0,0.0,33000.0,2.0,15200.0,1.0,0.0,0.0,3
C00000939,0.0,0.0,18520.0,4.0,128000.0,5.0,39900.0,3.0,0.0,0.0,2
C00000940,0.0,0.0,4800.0,1.0,113200.0,3.0,30200.0,2.0,52000.0,2.0,0
C00000941,0.0,0.0,0.0,0.0,20000.0,1.0,26000.0,2.0,20800.0,1.0,0
C00000942,8800.0,1.0,980.0,1.0,56500.0,2.0,14500.0,1.0,0.0,0.0,3
C00000943,0.0,0.0,0.0,0.0,14300.0,1.0,32000.0,2.0,0.0,0.0,3
C00000944,13600.0,1.0,0.0,0.0,19800.0,1.0,15900.0,1.0,0.0,0.0,3
C00000945,8800.0,1.0,0.0,0.0,0.0,0.0,18600.0,2.0,0.0,0.0,3
C00000946,0.0,0.0,3920.0,1.0,65100.0,4.0,0.0,0.0,77200.0,3.0,0
C00000947,39200.0,1.0,9420.0,4.0,50500.0,3.0,15200.0,1.0,18900.0,1.0,1
C00000948,0.0,0.0,9200.0,2.0,0.0,0.0,23200.0,2.0,61600.0,1.0,0
C00000949,0.0,0.0,0.0,0.0,50800.0,3.0,49300.0,2.0,108600.0,2.0,0
C00000950,9800.0,1.0,980.0,1.0,57200.0,2.0,44400.0,2.0,0.0,0.0,3
C00000951,13690.0,2.0,3480.0,2.0,101100.0,4.0,109800.0,4.0,20800.0,1.0,2
C00000952,69400.0,3.0,11300.0,4.0,75300.0,2.0,15200.0,2.0,0.0,0.0,1
C00000953,0.0,0.0,0.0,0.0,20000.0,1.0,28200.0,2.0,18000.0,1.0,0
C00000954,8800.0,1.0,11880.0,3.0,0.0,0.0,26700.0,1.0,21000.0,1.0,0
C00000955,0.0,0.0,980.0,1.0,0.0,0.0,15900.0,1.0,0.0,0.0,3
C00000956,0.0,0.0,0.0,0.0,36500.0,2.0,54100.0,3.0,19400.0,1.0,0
C00000957,0.0,0.0,0.0,0.0,14300.0,1.0,14500.0,1.0,0.0,0.0,3
C00000958,6800.0,1.0,6480.0,2.0,113700.0,4.0,33700.0,3.0,148700.0,3.0,2
C00000959,39600.0,2.0,3160.0,2.0,98900.0,4.0,32700.0,2.0,37800.0,2.0,2
C00000960,0.0,0.0,9640.0,3.0,130400.0,3.0,44000.0,4.0,41200.0,1.0,2
C00000961,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,1.0,31000.0,1.0,0
C00000962,0.0,0.0,1200.0,1.0,0.0,0.0,7600.0,1.0,0.0,0.0,3
C00000963,7800.0,1.0,3160.0,2.0,32400.0,2.0,54600.0,4.0,22100.0,1.0,0
C00000964,0.0,0.0,4360.0,1.0,120800.0,6.0,67200.0,5.0,44200.0,1.0,2
C00000965,0.0,0.0,2180.0,1.0,16500.0,1.0,12300.0,1.0,0.0,0.0,3
C00000966,0.0,0.0,4460.0,2.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00000967,20580.0,2.0,2280.0,1.0,32400.0,2.0,90500.0,6.0,31000.0,1.0,2
C00000968,39700.0,4.0,0.0,0.0,0.0,0.0,24000.0,2.0,0.0,0.0,1
C00000969,29400.0,2.0,2280.0,1.0,28600.0,1.0,15900.0,1.0,0.0,0.0,1
C00000970,10200.0,1.0,0.0,0.0,19800.0,1.0,12400.0,1.0,21000.0,1.0,0
C00000971,0.0,0.0,0.0,0.0,16500.0,1.0,15900.0,1.0,0.0,0.0,3
C00000972,19700.0,2.0,6260.0,2.0,36500.0,2.0,0.0,0.0,30800.0,1.0,1
C00000973,0.0,0.0,0.0,0.0,69500.0,2.0,0.0,0.0,20800.0,1.0,0
C00000974,9800.0,1.0,5280.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000975,0.0,0.0,0.0,0.0,59400.0,1.0,34000.0,2.0,0.0,0.0,3
C00000976,0.0,0.0,0.0,0.0,170800.0,4.0,15900.0,1.0,39600.0,1.0,2
C00000977,0.0,0.0,8440.0,3.0,71500.0,3.0,88700.0,3.0,18900.0,1.0,2
C00000978,25800.0,2.0,1200.0,1.0,28600.0,1.0,39100.0,3.0,0.0,0.0,1
C00000979,8800.0,1.0,4800.0,1.0,53900.0,3.0,23400.0,2.0,22100.0,1.0,0
C00000980,7800.0,1.0,2280.0,1.0,16500.0,1.0,166900.0,8.0,74100.0,2.0,2
C00000981,0.0,0.0,9360.0,2.0,39600.0,2.0,8900.0,1.0,21000.0,1.0,0
C00000982,26400.0,1.0,4560.0,2.0,18100.0,1.0,15200.0,2.0,0.0,0.0,1
C00000983,0.0,0.0,5280.0,1.0,16500.0,1.0,0.0,0.0,61600.0,1.0,0
C00000984,0.0,0.0,0.0,0.0,19800.0,1.0,0.0,0.0,0.0,0.0,3
C00000985,0.0,0.0,12260.0,4.0,20000.0,1.0,51100.0,5.0,0.0,0.0,3
C00000986,0.0,0.0,0.0,0.0,0.0,0.0,8700.0,1.0,19400.0,1.0,0
C00000987,0.0,0.0,6540.0,1.0,14300.0,1.0,0.0,0.0,0.0,0.0,3
C00000988,14600.0,2.0,0.0,0.0,14300.0,1.0,7600.0,1.0,0.0,0.0,3
C00000989,0.0,0.0,5280.0,1.0,16500.0,1.0,32100.0,3.0,77800.0,2.0,0
C00000990,8800.0,1.0,0.0,0.0,34100.0,2.0,29400.0,2.0,0.0,0.0,3
C00000991,0.0,0.0,0.0,0.0,46700.0,2.0,56900.0,4.0,155500.0,2.0,0
C00000992,0.0,0.0,2180.0,1.0,19800.0,1.0,28900.0,3.0,0.0,0.0,3
C00000993,0.0,0.0,0.0,0.0,20000.0,1.0,0.0,0.0,38900.0,1.0,0
C00000994,7800.0,1.0,0.0,0.0,0.0,0.0,69200.0,4.0,0.0,0.0,3
C00000995,0.0,0.0,10560.0,1.0,62700.0,2.0,146400.0,7.0,77700.0,2.0,2
C00000996,12900.0,1.0,0.0,0.0,103600.0,5.0,8300.0,1.0,39600.0,1.0,0
C00000997,0.0,0.0,2180.0,1.0,49500.0,1.0,45500.0,2.0,0.0,0.0,3
C00000998,52100.0,2.0,0.0,0.0,120800.0,4.0,20000.0,2.0,0.0,0.0,1
C00000999,0.0,0.0,11040.0,3.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00001000,0.0,0.0,2400.0,1.0,54300.0,3.0,17600.0,2.0,0.0,0.0,3
C00001001,0.0,0.0,0.0,0.0,40000.0,2.0,0.0,0.0,0.0,0.0,3
C00001002,9800.0,1.0,17640.0,3.0,89600.0,5.0,18400.0,1.0,142900.0,2.0,2
C00001003,0.0,0.0,5280.0,1.0,16500.0,1.0,70300.0,2.0,83200.0,1.0,0
C00001004,0.0,0.0,6980.0,2.0,0.0,0.0,0.0,0.0,18000.0,1.0,0
C00001005,18600.0,2.0,5280.0,1.0,30800.0,2.0,34000.0,3.0,17000.0,1.0,1
C00001006,17600.0,1.0,0.0,0.0,36500.0,2.0,0.0,0.0,19400.0,1.0,0
C00001007,7800.0,1.0,0.0,0.0,19800.0,1.0,8900.0,1.0,0.0,0.0,3
C00001008,0.0,0.0,2940.0,1.0,0.0,0.0,0.0,0.0,38900.0,1.0,0
C00001009,8800.0,1.0,9600.0,2.0,66500.0,4.0,27500.0,3.0,66200.0,2.0,2
C00001010,34600.0,3.0,0.0,0.0,109500.0,6.0,114100.0,4.0,16800.0,1.0,2
C00001011,0.0,0.0,980.0,1.0,39600.0,2.0,36000.0,2.0,93700.0,3.0,0
C00001012,25400.0,2.0,0.0,0.0,59400.0,2.0,8900.0,1.0,0.0,0.0,1
C00001013,38700.0,1.0,0.0,0.0,0.0,0.0,8700.0,1.0,0.0,0.0,1
C00001014,0.0,0.0,0.0,0.0,20000.0,1.0,14500.0,1.0,0.0,0.0,3
C00001015,45100.0,3.0,15380.0,2.0,0.0,0.0,8900.0,1.0,0.0,0.0,1
C00001016,12900.0,1.0,0.0,0.0,28600.0,2.0,34300.0,2.0,76400.0,2.0,0
C00001017,7800.0,1.0,2180.0,1.0,14300.0,1.0,71400.0,2.0,30800.0,1.0,0
C00001018,0.0,0.0,0.0,0.0,0.0,0.0,22300.0,2.0,0.0,0.0,3
C00001019,7800.0,1.0,0.0,0.0,0.0,0.0,36900.0,1.0,36000.0,1.0,0
C00001020,0.0,0.0,4800.0,1.0,45100.0,3.0,32500.0,2.0,20800.0,1.0,0
C00001021,9800.0,1.0,0.0,0.0,0.0,0.0,28200.0,2.0,30800.0,1.0,0
C00001022,0.0,0.0,2280.0,1.0,16500.0,1.0,0.0,0.0,39600.0,1.0,0
C00001023,0.0,0.0,0.0,0.0,66500.0,4.0,15200.0,2.0,0.0,0.0,3
C00001024,29900.0,3.0,6480.0,2.0,0.0,0.0,30700.0,2.0,0.0,0.0,1
C00001025,12900.0,1.0,5280.0,1.0,56500.0,2.0,0.0,0.0,0.0,0.0,3
C00001026,0.0,0.0,14400.0,2.0,42900.0,3.0,37000.0,3.0,31900.0,1.0,2
C00001027,0.0,0.0,5280.0,1.0,128000.0,5.0,7600.0,1.0,18900.0,1.0,2
C00001028,9800.0,1.0,2280.0,1.0,0.0,0.0,0.0,0.0,18900.0,1.0,0
C00001029,7800.0,1.0,2280.0,1.0,59600.0,3.0,71300.0,5.0,68000.0,1.0,2
C00001030,0.0,0.0,2180.0,1.0,20000.0,1.0,16000.0,1.0,0.0,0.0,3
C00001031,9800.0,1.0,0.0,0.0,19800.0,1.0,45300.0,1.0,35200.0,1.0,0
C00001032,0.0,0.0,2280.0,1.0,28600.0,1.0,16000.0,1.0,0.0,0.0,3
C00001033,10200.0,1.0,2180.0,2.0,77000.0,2.0,0.0,0.0,0.0,0.0,3
C00001034,0.0,0.0,2180.0,2.0,32400.0,2.0,63800.0,5.0,0.0,0.0,3
C00001035,22700.0,2.0,0.0,0.0,33000.0,2.0,36800.0,1.0,0.0,0.0,1
C00001036,10200.0,1.0,1200.0,1.0,36200.0,2.0,8900.0,1.0,0.0,0.0,3
C00001037,0.0,0.0,1200.0,1.0,34100.0,2.0,67800.0,5.0,0.0,0.0,3
C00001038,17600.0,1.0,6260.0,2.0,39600.0,1.0,65800.0,4.0,31900.0,1.0,2
C00001039,22700.0,2.0,0.0,0.0,18100.0,1.0,118700.0,7.0,35200.0,1.0,1
C00001040,0.0,0.0,0.0,0.0,47300.0,3.0,0.0,0.0,0.0,0.0,3
C00001041,12900.0,1.0,15860.0,3.0,40000.0,1.0,61400.0,3.0,0.0,0.0,2
C00001042,17600.0,2.0,0.0,0.0,37900.0,2.0,39400.0,3.0,35200.0,1.0,1
C00001043,11780.0,2.0,5280.0,1.0,0.0,0.0,12400.0,1.0,0.0,0.0,3
C00001044,18600.0,2.0,20160.0,2.0,68600.0,3.0,32700.0,2.0,0.0,0.0,2
C00001045,9800.0,1.0,2280.0,1.0,14300.0,1.0,43200.0,3.0,0.0,0.0,3
C00001046,0.0,0.0,2180.0,1.0,70300.0,4.0,125400.0,7.0,21000.0,1.0,2
C00001047,0.0,0.0,0.0,0.0,57200.0,1.0,32400.0,3.0,33600.0,2.0,0
C00001048,40800.0,1.0,2180.0,1.0,83800.0,4.0,49100.0,2.0,31000.0,1.0,1
C00001049,18790.0,2.0,4580.0,2.0,160600.0,5.0,43200.0,3.0,73900.0,2.0,2
C00001050,0.0,0.0,0.0,0.0,60000.0,2.0,15900.0,1.0,0.0,0.0,3
C00001051,0.0,0.0,0.0,0.0,20000.0,1.0,0.0,0.0,0.0,0.0,3
C00001052,9800.0,1.0,4800.0,1.0,14300.0,1.0,0.0,0.0,30800.0,1.0,0
C00001053,17000.0,2.0,0.0,0.0,37900.0,2.0,15900.0,1.0,0.0,0.0,3
C00001054,0.0,0.0,980.0,1.0,42900.0,1.0,11000.0,1.0,0.0,0.0,3
C00001055,0.0,0.0,0.0,0.0,37900.0,2.0,53800.0,3.0,0.0,0.0,3
C00001056,0.0,0.0,0.0,0.0,34300.0,2.0,0.0,0.0,0.0,0.0,3
C00001057,30900.0,3.0,3260.0,2.0,52200.0,3.0,79100.0,4.0,0.0,0.0,1
C00001058,12900.0,1.0,4800.0,1.0,16500.0,1.0,7600.0,1.0,0.0,0.0,3
C00001059,0.0,0.0,0.0,0.0,42900.0,3.0,0.0,0.0,0.0,0.0,3
C00001060,19700.0,2.0,0.0,0.0,18100.0,1.0,7600.0,1.0,0.0,0.0,3
C00001061,9800.0,1.0,15840.0,1.0,88400.0,3.0,71400.0,4.0,18900.0,1.0,2
C00001062,6800.0,1.0,2180.0,1.0,37900.0,2.0,43400.0,4.0,0.0,0.0,3
C00001063,14600.0,2.0,4460.0,2.0,100600.0,4.0,32400.0,3.0,0.0,0.0,2
C00001064,9800.0,1.0,4800.0,1.0,0.0,0.0,98800.0,4.0,0.0,0.0,3
C00001065,0.0,0.0,10560.0,1.0,155900.0,8.0,63000.0,5.0,18900.0,1.0,2
C00001066,7800.0,1.0,0.0,0.0,20000.0,1.0,0.0,0.0,0.0,0.0,3
C00001067,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,1.0,19400.0,1.0,0
C00001068,25800.0,1.0,0.0,0.0,0.0,0.0,18400.0,1.0,74900.0,2.0,0
C00001069,28500.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,33600.0,1.0,1
C00001070,22700.0,2.0,2180.0,1.0,92700.0,6.0,26300.0,2.0,61000.0,2.0,2
C00001071,9800.0,1.0,3260.0,2.0,18100.0,1.0,24500.0,2.0,18900.0,1.0,0
C00001072,0.0,0.0,0.0,0.0,0.0,0.0,26300.0,2.0,19400.0,1.0,0
C00001073,0.0,0.0,0.0,0.0,16500.0,1.0,8700.0,1.0,0.0,0.0,3
C00001074,9800.0,1.0,4800.0,1.0,18100.0,1.0,36800.0,1.0,79400.0,2.0,0
C00001075,0.0,0.0,6480.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00001076,21490.0,3.0,980.0,1.0,28600.0,2.0,25200.0,2.0,0.0,0.0,1
C00001077,25490.0,2.0,2180.0,1.0,53000.0,3.0,16000.0,1.0,39600.0,1.0,1
C00001078,5890.0,1.0,0.0,0.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00001079,29200.0,2.0,15840.0,1.0,156200.0,6.0,18600.0,2.0,22100.0,1.0,2
C00001080,9800.0,1.0,1960.0,2.0,0.0,0.0,28700.0,2.0,0.0,0.0,3
C00001081,21700.0,2.0,10340.0,3.0,14300.0,1.0,142700.0,8.0,31900.0,1.0,2
C00001082,22700.0,2.0,2180.0,1.0,0.0,0.0,30400.0,2.0,0.0,0.0,1
C00001083,0.0,0.0,3260.0,2.0,0.0,0.0,38000.0,3.0,0.0,0.0,3
C00001084,9800.0,1.0,2180.0,1.0,66000.0,1.0,16000.0,1.0,39600.0,1.0,0
C00001085,8800.0,1.0,1200.0,1.0,110800.0,6.0,41200.0,4.0,33600.0,2.0,2
C00001086,0.0,0.0,2280.0,1.0,37900.0,2.0,48300.0,4.0,99200.0,2.0,0
C00001087,18600.0,2.0,980.0,1.0,20000.0,1.0,0.0,0.0,0.0,0.0,3
C00001088,0.0,0.0,28780.0,3.0,53000.0,2.0,64100.0,5.0,52900.0,2.0,2
C00001089,12900.0,1.0,980.0,1.0,87300.0,3.0,0.0,0.0,0.0,0.0,3
C00001090,0.0,0.0,10560.0,1.0,49500.0,1.0,52200.0,2.0,18000.0,1.0,0
C00001091,0.0,0.0,4140.0,3.0,37900.0,2.0,45700.0,2.0,18900.0,1.0,0
C00001092,8800.0,1.0,20300.0,7.0,14300.0,1.0,26500.0,2.0,0.0,0.0,2
C00001093,20400.0,1.0,5280.0,1.0,0.0,0.0,65200.0,2.0,0.0,0.0,3
C00001094,51940.0,4.0,0.0,0.0,20000.0,1.0,12300.0,1.0,0.0,0.0,1
C00001095,19600.0,2.0,10560.0,1.0,36500.0,2.0,29000.0,1.0,19400.0,1.0,1
C00001096,10200.0,1.0,0.0,0.0,50800.0,3.0,66200.0,4.0,20800.0,1.0,0
C00001097,0.0,0.0,4680.0,3.0,0.0,0.0,48000.0,2.0,0.0,0.0,3
C00001098,0.0,0.0,0.0,0.0,74100.0,2.0,67800.0,3.0,21000.0,1.0,0
C00001099,19600.0,1.0,0.0,0.0,0.0,0.0,26000.0,2.0,0.0,0.0,3
C00001100,51900.0,4.0,4800.0,1.0,112000.0,3.0,15200.0,2.0,123600.0,3.0,1
C00001101,9800.0,1.0,0.0,0.0,36500.0,2.0,0.0,0.0,19400.0,1.0,0
C00001102,5890.0,1.0,2180.0,1.0,0.0,0.0,23600.0,2.0,0.0,0.0,3
C00001103,0.0,0.0,4800.0,1.0,147000.0,5.0,43000.0,4.0,19400.0,1.0,2
C00001104,71900.0,3.0,1960.0,1.0,103800.0,6.0,47000.0,4.0,30800.0,1.0,1
C00001105,0.0,0.0,0.0,0.0,30800.0,2.0,36900.0,2.0,20800.0,1.0,0
C00001106,26400.0,3.0,2400.0,1.0,27600.0,2.0,31800.0,1.0,0.0,0.0,1
